Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
WM6,NO,08/04/2017 00:00,145.3,ug m-3,R
WM6,NO,09/04/2017 00:00,67,ug m-3,R
WM6,NO,10/04/2017 00:00,89.6,ug m-3,R
WM6,NO,11/04/2017 00:00,149.89999,ug m-3,R
WM6,NO,12/04/2017 00:00,151.7,ug m-3,R
WM6,NO,13/04/2017 00:00,130,ug m-3,R
WM6,NO,14/04/2017 00:00,163.5,ug m-3,R
WM6,NO,15/04/2017 00:00,124.6,ug m-3,R
WM6,NO,16/04/2017 00:00,86,ug m-3,R
WM6,NO,17/04/2017 00:00,38.2,ug m-3,R
WM6,NO,18/04/2017 00:00,23.9,ug m-3,R
WM6,NO,19/04/2017 00:00,71.5,ug m-3,R
WM6,NO,20/04/2017 00:00,142,ug m-3,R
WM6,NO,21/04/2017 00:00,147.89999,ug m-3,R
WM6,NO,22/04/2017 00:00,67.4,ug m-3,R
WM6,NO,23/04/2017 00:00,72,ug m-3,R
WM6,NO,24/04/2017 00:00,138.39999,ug m-3,R
WM6,NO,25/04/2017 00:00,67.8,ug m-3,R
WM6,NO,26/04/2017 00:00,40.9,ug m-3,R
WM6,NO,27/04/2017 00:00,152.2,ug m-3,R
WM6,NO,28/04/2017 00:00,81.4,ug m-3,R
WM6,NO,29/04/2017 00:00,89.3,ug m-3,R
WM6,NO,30/04/2017 00:00,55.7,ug m-3,R
WM6,NO,01/05/2017 00:00,60,ug m-3,R
WM6,NO,02/05/2017 00:00,35.8,ug m-3,R
WM6,NO,03/05/2017 00:00,19.8,ug m-3,R
WM6,NO,04/05/2017 00:00,18.3,ug m-3,R
WM6,NO,05/05/2017 00:00,43.7,ug m-3,R
WM6,NO,06/05/2017 00:00,32.7,ug m-3,R
WM6,NO,07/05/2017 00:00,28.5,ug m-3,R
WM6,NO,08/05/2017 00:00,28.5,ug m-3,R
WM6,NO,09/05/2017 00:00,52.6,ug m-3,R
WM6,NO,10/05/2017 00:00,95.8,ug m-3,R
WM6,NO,11/05/2017 00:00,130.60001,ug m-3,R
WM6,NO,12/05/2017 00:00,96.4,ug m-3,R
WM6,NO,13/05/2017 00:00,101,ug m-3,R
WM6,NO,14/05/2017 00:00,73.5,ug m-3,R
WM6,NO,15/05/2017 00:00,75.3,ug m-3,R
WM6,NO,16/05/2017 00:00,113.4,ug m-3,R
WM6,NO,17/05/2017 00:00,120.6,ug m-3,R
WM6,NO,18/05/2017 00:00,103.6,ug m-3,R
WM6,NO,19/05/2017 00:00,141,ug m-3,R
WM6,NO,20/05/2017 00:00,105.4,ug m-3,R
WM6,NO,21/05/2017 00:00,61.5,ug m-3,R
WM6,NO,22/05/2017 00:00,86.1,ug m-3,R
WM6,NO,23/05/2017 00:00,177.2,ug m-3,R
WM6,NO,24/05/2017 00:00,66.8,ug m-3,R
WM6,NO,25/05/2017 00:00,90.9,ug m-3,R
WM6,NO,26/05/2017 00:00,75.3,ug m-3,R
WM6,NO,27/05/2017 00:00,94.5,ug m-3,R
WM6,NO,28/05/2017 00:00,53.2,ug m-3,R
WM6,NO,29/05/2017 00:00,59.2,ug m-3,R
WM6,NO,30/05/2017 00:00,146.39999,ug m-3,R
WM6,NO,31/05/2017 00:00,117.5,ug m-3,R
WM6,NO,01/06/2017 00:00,134.60001,ug m-3,R
WM6,NO,02/06/2017 00:00,94.3,ug m-3,R
WM6,NO,03/06/2017 00:00,127.5,ug m-3,R
WM6,NO,04/06/2017 00:00,67.5,ug m-3,R
WM6,NO,05/06/2017 00:00,55.5,ug m-3,R
WM6,NO,06/06/2017 00:00,124.4,ug m-3,R
WM6,NO,07/06/2017 00:00,122.9,ug m-3,R
WM6,NO,08/06/2017 00:00,82.3,ug m-3,R
WM6,NO,09/06/2017 00:00,148.10001,ug m-3,R
WM6,NO,10/06/2017 00:00,111.9,ug m-3,R
WM6,NO,11/06/2017 00:00,76.2,ug m-3,R
WM6,NO,12/06/2017 00:00,147.89999,ug m-3,R
WM6,NO,13/06/2017 00:00,82,ug m-3,R
WM6,NO,14/06/2017 00:00,73.7,ug m-3,R
WM6,NO,15/06/2017 00:00,129.8,ug m-3,R
WM6,NO,16/06/2017 00:00,129.5,ug m-3,R
WM6,NO,17/06/2017 00:00,87,ug m-3,R
WM6,NO,18/06/2017 00:00,42.4,ug m-3,R
WM6,NO,19/06/2017 00:00,52.2,ug m-3,R
WM6,NO,20/06/2017 00:00,57.5,ug m-3,R
WM6,NO,21/06/2017 00:00,65.4,ug m-3,R
WM6,NO,22/06/2017 00:00,116.8,ug m-3,R
WM6,NO,23/06/2017 00:00,118.1,ug m-3,R
WM6,NO,24/06/2017 00:00,122.5,ug m-3,R
WM6,NO,25/06/2017 00:00,64.9,ug m-3,R
WM6,NO,26/06/2017 00:00,48.8,ug m-3,R
WM6,NO,27/06/2017 00:00,57,ug m-3,R
WM6,NO,28/06/2017 00:00,53.3,ug m-3,R
WM6,NO,29/06/2017 00:00,143.10001,ug m-3,R
WM6,NO,30/06/2017 00:00,87.1,ug m-3,R
WM6,NO,01/07/2017 00:00,101.2,ug m-3,R
WM6,NO,02/07/2017 00:00,73.9,ug m-3,R
WM6,NO,03/07/2017 00:00,133.60001,ug m-3,R
WM6,NO,04/07/2017 00:00,141.60001,ug m-3,R
WM6,NO,05/07/2017 00:00,84.2,ug m-3,R
WM6,NO,06/07/2017 00:00,78.6,ug m-3,R
WM6,NO,07/07/2017 00:00,110.2,ug m-3,R
WM6,NO,08/07/2017 00:00,29.8,ug m-3,R
WM6,NO,09/07/2017 00:00,62.9,ug m-3,R
WM6,NO,10/07/2017 00:00,120,ug m-3,R
WM6,NO,11/07/2017 00:00,94.2,ug m-3,R
WM6,NO,12/07/2017 00:00,43.6,ug m-3,R
WM6,NO,13/07/2017 00:00,121.7,ug m-3,R
WM6,NO,14/07/2017 00:00,108.6,ug m-3,R
WM6,NO,15/07/2017 00:00,150.7,ug m-3,R
WM6,NO,16/07/2017 00:00,92.9,ug m-3,R
WM6,NO,17/07/2017 00:00,58.1,ug m-3,R
WM6,NO,18/07/2017 00:00,84.4,ug m-3,R
WM6,NO,19/07/2017 00:00,101.5,ug m-3,R
WM6,NO,20/07/2017 00:00,135.3,ug m-3,R
WM6,NO,21/07/2017 00:00,78,ug m-3,R
WM6,NO,22/07/2017 00:00,99.2,ug m-3,R
WM6,NO,23/07/2017 00:00,120.7,ug m-3,R
WM6,NO,24/07/2017 00:00,60.7,ug m-3,R
WM6,NO,25/07/2017 00:00,80.2,ug m-3,R
WM6,NO,26/07/2017 00:00,103.9,ug m-3,R
WM6,NO,27/07/2017 00:00,142.60001,ug m-3,R
WM6,NO,28/07/2017 00:00,107,ug m-3,R
WM6,NO,29/07/2017 00:00,114.5,ug m-3,R
WM6,NO,30/07/2017 00:00,84.6,ug m-3,R
WM6,NO,31/07/2017 00:00,119.9,ug m-3,R
WM6,NO,01/08/2017 00:00,137.10001,ug m-3,R
WM6,NO,02/08/2017 00:00,66.1,ug m-3,R
WM6,NO,03/08/2017 00:00,120.3,ug m-3,R
WM6,NO,04/08/2017 00:00,156,ug m-3,R
WM6,NO,05/08/2017 00:00,121.2,ug m-3,R
WM6,NO,06/08/2017 00:00,81.1,ug m-3,R
WM6,NO,07/08/2017 00:00,131.7,ug m-3,R
WM6,NO,08/08/2017 00:00,129.39999,ug m-3,R
WM6,NO,09/08/2017 00:00,69.8,ug m-3,R
WM6,NO,10/08/2017 00:00,63.3,ug m-3,R
WM6,NO,11/08/2017 00:00,161.8,ug m-3,R
WM6,NO,12/08/2017 00:00,135.2,ug m-3,R
WM6,NO,13/08/2017 00:00,63.7,ug m-3,R
WM6,NO,14/08/2017 00:00,114.7,ug m-3,R
WM6,NO,15/08/2017 00:00,166.5,ug m-3,R
WM6,NO,16/08/2017 00:00,121.2,ug m-3,R
WM6,NO,17/08/2017 00:00,127.3,ug m-3,R
WM6,NO,18/08/2017 00:00,153.60001,ug m-3,R
WM6,NO,19/08/2017 00:00,155.10001,ug m-3,R
WM6,NO,20/08/2017 00:00,95.1,ug m-3,R
WM6,NO,21/08/2017 00:00,140.7,ug m-3,R
WM6,NO,22/08/2017 00:00,139.8,ug m-3,R
WM6,NO,23/08/2017 00:00,209.89999,ug m-3,R
WM6,NO,24/08/2017 00:00,197.8,ug m-3,R
WM6,NO,25/08/2017 00:00,90.3,ug m-3,R
WM6,NO,26/08/2017 00:00,53.5,ug m-3,R
WM6,NO,27/08/2017 00:00,44.2,ug m-3,R
WM6,NO,28/08/2017 00:00,117,ug m-3,R
WM6,NO,29/08/2017 00:00,117.8,ug m-3,R
WM6,NO,30/08/2017 00:00,87,ug m-3,R
WM6,NO,31/08/2017 00:00,146,ug m-3,R
WM6,NO,01/09/2017 00:00,86.3,ug m-3,R
WM6,NO,02/09/2017 00:00,82.9,ug m-3,R
WM6,NO,03/09/2017 00:00,66.5,ug m-3,R
WM6,NO,04/09/2017 00:00,113.5,ug m-3,R
WM6,NO,05/09/2017 00:00,124.8,ug m-3,R
WM6,NO,06/09/2017 00:00,161.39999,ug m-3,R
WM6,NO,07/09/2017 00:00,133.2,ug m-3,R
WM6,NO,08/09/2017 00:00,157.60001,ug m-3,R
WM6,NO,09/09/2017 00:00,168.7,ug m-3,R
WM6,NO,10/09/2017 00:00,71.6,ug m-3,R
WM6,NO,11/09/2017 00:00,134.10001,ug m-3,R
WM6,NO,12/09/2017 00:00,96.6,ug m-3,R
WM6,NO,13/09/2017 00:00,138.60001,ug m-3,R
WM6,NO,14/09/2017 00:00,159.10001,ug m-3,R
WM6,NO,15/09/2017 00:00,104.5,ug m-3,R
WM6,NO,16/09/2017 00:00,95.6,ug m-3,R
WM6,NO,17/09/2017 00:00,53.2,ug m-3,R
WM6,NO,18/09/2017 00:00,88.6,ug m-3,R
WM6,NO,19/09/2017 00:00,120.4,ug m-3,R
WM6,NO,20/09/2017 00:00,104.5,ug m-3,R
WM6,NO,21/09/2017 00:00,102.1,ug m-3,R
WM6,NO,22/09/2017 00:00,136,ug m-3,R
WM6,NO,23/09/2017 00:00,107.9,ug m-3,R
WM6,NO,24/09/2017 00:00,71.1,ug m-3,R
WM6,NO,25/09/2017 00:00,79.3,ug m-3,R
WM6,NO,26/09/2017 00:00,104.9,ug m-3,R
WM6,NO,27/09/2017 00:00,90.4,ug m-3,R
WM6,NO,28/09/2017 00:00,108.5,ug m-3,R
WM6,NO,29/09/2017 00:00,132.7,ug m-3,R
WM6,NO,30/09/2017 00:00,83.2,ug m-3,R
WM6,NO,01/10/2017 00:00,36.8,ug m-3,R
WM6,NO,02/10/2017 00:00,141.7,ug m-3,R
WM6,NO,03/10/2017 00:00,145.2,ug m-3,R
WM6,NO,04/10/2017 00:00,133.2,ug m-3,R
WM6,NO,05/10/2017 00:00,120,ug m-3,R
WM6,NO,06/10/2017 00:00,140.39999,ug m-3,R
WM6,NO,07/10/2017 00:00,148.10001,ug m-3,R
WM6,NO,08/10/2017 00:00,110.5,ug m-3,R
WM6,NO,09/10/2017 00:00,140.8,ug m-3,R
WM6,NO,10/10/2017 00:00,97.4,ug m-3,R
WM6,NO,11/10/2017 00:00,84.9,ug m-3,R
WM6,NO,12/10/2017 00:00,121.7,ug m-3,R
WM6,NO,13/10/2017 00:00,106.8,ug m-3,R
WM6,NO,14/10/2017 00:00,104.3,ug m-3,R
WM6,NO,15/10/2017 00:00,76.4,ug m-3,R
WM6,NO,16/10/2017 00:00,105.2,ug m-3,R
WM6,NO,17/10/2017 00:00,130,ug m-3,R
WM6,NO,18/10/2017 00:00,101.5,ug m-3,R
WM6,NO,19/10/2017 00:00,108.7,ug m-3,R
WM6,NO,20/10/2017 00:00,93.1,ug m-3,R
WM6,NO,21/10/2017 00:00,68.8,ug m-3,R
WM6,NO,22/10/2017 00:00,85,ug m-3,R
WM6,NO,23/10/2017 00:00,85,ug m-3,R
WM6,NO,24/10/2017 00:00,84.2,ug m-3,R
WM6,NO,25/10/2017 00:00,158.8,ug m-3,R
WM6,NO,26/10/2017 00:00,149.8,ug m-3,R
WM6,NO,27/10/2017 00:00,117.4,ug m-3,R
WM6,NO,28/10/2017 00:00,170.60001,ug m-3,R
WM6,NO,29/10/2017 00:00,36.6,ug m-3,R
WM6,NO,30/10/2017 00:00,108.4,ug m-3,R
WM6,NO,31/10/2017 00:00,143.3,ug m-3,R
WM6,NO,01/11/2017 00:00,148.7,ug m-3,R
WM6,NO,02/11/2017 00:00,198.60001,ug m-3,R
WM6,NO,03/11/2017 00:00,175.5,ug m-3,R
WM6,NO,04/11/2017 00:00,167.60001,ug m-3,R
WM6,NO,05/11/2017 00:00,105,ug m-3,R
WM6,NO,06/11/2017 00:00,126.8,ug m-3,R
WM6,NO,07/11/2017 00:00,84.9,ug m-3,R
WM6,NO,08/11/2017 00:00,102.8,ug m-3,R
WM6,NO,09/11/2017 00:00,156.7,ug m-3,R
WM6,NO,10/11/2017 00:00,149.5,ug m-3,R
WM6,NO,11/11/2017 00:00,102.7,ug m-3,R
WM6,NO,12/11/2017 00:00,80.2,ug m-3,R
WM6,NO,13/11/2017 00:00,121.2,ug m-3,R
WM6,NO,14/11/2017 00:00,127.6,ug m-3,R
WM6,NO,15/11/2017 00:00,151.5,ug m-3,R
WM6,NO,16/11/2017 00:00,117,ug m-3,R
WM6,NO,17/11/2017 00:00,174,ug m-3,R
WM6,NO,18/11/2017 00:00,146.5,ug m-3,R
WM6,NO,19/11/2017 00:00,135.89999,ug m-3,R
WM6,NO,20/11/2017 00:00,122,ug m-3,R
WM6,NO,21/11/2017 00:00,107.4,ug m-3,R
WM6,NO,22/11/2017 00:00,67.9,ug m-3,R
WM6,NO,23/11/2017 00:00,111.2,ug m-3,R
WM6,NO,24/11/2017 00:00,153.10001,ug m-3,R
WM6,NO,25/11/2017 00:00,229.10001,ug m-3,R
WM6,NO,26/11/2017 00:00,112.4,ug m-3,R
WM6,NO,27/11/2017 00:00,141.10001,ug m-3,R
WM6,NO,28/11/2017 00:00,135.8,ug m-3,R
WM6,NO,29/11/2017 00:00,83.9,ug m-3,R
WM6,NO,30/11/2017 00:00,113.6,ug m-3,R
WM6,NO,01/12/2017 00:00,57.9,ug m-3,R
WM6,NO,02/12/2017 00:00,166,ug m-3,R
WM6,NO,03/12/2017 00:00,110.1,ug m-3,R
WM6,NO,04/12/2017 00:00,163.5,ug m-3,R
WM6,NO,05/12/2017 00:00,168.10001,ug m-3,R
WM6,NO,06/12/2017 00:00,102.5,ug m-3,R
WM6,NO,07/12/2017 00:00,137.8,ug m-3,R
WM6,NO,08/12/2017 00:00,146.89999,ug m-3,R
WM6,NO,09/12/2017 00:00,158.2,ug m-3,R
WM6,NO,10/12/2017 00:00,74.8,ug m-3,R
WM6,NO,11/12/2017 00:00,68.9,ug m-3,R
WM6,NO,12/12/2017 00:00,149.2,ug m-3,R
WM6,NO,13/12/2017 00:00,120.6,ug m-3,R
WM6,NO,14/12/2017 00:00,143.2,ug m-3,R
WM6,NO,15/12/2017 00:00,62.12,ug m-3,R
WM6,NO,16/12/2017 00:00,62.12,ug m-3,R
WM6,NO,17/12/2017 00:00,62.12,ug m-3,R
WM6,NO,18/12/2017 00:00,62.12,ug m-3,R
WM6,NO,19/12/2017 00:00,62.12,ug m-3,R
WM6,NO,20/12/2017 00:00,160.39999,ug m-3,R
WM6,NO,21/12/2017 00:00,175.2,ug m-3,R
WM6,NO,22/12/2017 00:00,137.39999,ug m-3,R
WM6,NO,23/12/2017 00:00,136.60001,ug m-3,R
WM6,NO,24/12/2017 00:00,75.3,ug m-3,R
WM6,NO,25/12/2017 00:00,11.9,ug m-3,R
WM6,NO,26/12/2017 00:00,80.8,ug m-3,R
WM6,NO,27/12/2017 00:00,113.1,ug m-3,R
WM6,NO,28/12/2017 00:00,201.10001,ug m-3,R
WM6,NO,29/12/2017 00:00,139.8,ug m-3,R
WM6,NO,30/12/2017 00:00,108.1,ug m-3,R
WM6,NO,31/12/2017 00:00,56.5,ug m-3,R
WM6,NO,01/01/2018 00:00,122.6,ug m-3,R
WM6,NO,02/01/2018 00:00,90.8,ug m-3,R
WM6,NO,03/01/2018 00:00,115.1,ug m-3,R
WM6,NO,04/01/2018 00:00,115.7,ug m-3,R
WM6,NO,05/01/2018 00:00,125.1,ug m-3,R
WM6,NO,06/01/2018 00:00,52.7,ug m-3,R
WM6,NO,07/01/2018 00:00,14.5,ug m-3,R
WM6,NO,08/01/2018 00:00,93.5,ug m-3,R
WM6,NO,09/01/2018 00:00,130.39999,ug m-3,R
WM6,NO,10/01/2018 00:00,131.39999,ug m-3,R
WM6,NO,11/01/2018 00:00,98.3,ug m-3,R
WM6,NO,12/01/2018 00:00,118.5,ug m-3,R
WM6,NO,13/01/2018 00:00,94.2,ug m-3,R
WM6,NO,14/01/2018 00:00,71.5,ug m-3,R
WM6,NO,15/01/2018 00:00,101.1,ug m-3,R
WM6,NO,16/01/2018 00:00,100.2,ug m-3,R
WM6,NO,17/01/2018 00:00,113.4,ug m-3,R
WM6,NO,18/01/2018 00:00,108,ug m-3,R
WM6,NO,19/01/2018 00:00,111.6,ug m-3,R
WM6,NO,20/01/2018 00:00,60.7,ug m-3,R
WM6,NO,21/01/2018 00:00,93.9,ug m-3,R
WM6,NO,22/01/2018 00:00,163.60001,ug m-3,R
WM6,NO,23/01/2018 00:00,76.9,ug m-3,R
WM6,NO,24/01/2018 00:00,84.7,ug m-3,R
WM6,NO,25/01/2018 00:00,91.5,ug m-3,R
WM6,NO,26/01/2018 00:00,102.9,ug m-3,R
WM6,NO,27/01/2018 00:00,90.5,ug m-3,R
WM6,NO,28/01/2018 00:00,68.7,ug m-3,R
WM6,NO,29/01/2018 00:00,93.5,ug m-3,R
WM6,NO,30/01/2018 00:00,152.60001,ug m-3,R
WM6,NO,31/01/2018 00:00,127,ug m-3,R
WM6,NO,01/02/2018 00:00,144.7,ug m-3,R
WM6,NO,02/02/2018 00:00,134.8,ug m-3,R
WM6,NO,03/02/2018 00:00,120.3,ug m-3,R
WM6,NO,04/02/2018 00:00,17,ug m-3,R
WM6,NO,05/02/2018 00:00,35.4,ug m-3,R
WM6,NO,06/02/2018 00:00,58.8,ug m-3,R
WM6,NO,07/02/2018 00:00,109.5,ug m-3,R
WM6,NO,08/02/2018 00:00,116.5,ug m-3,R
WM6,NO,09/02/2018 00:00,119,ug m-3,R
WM6,NO,10/02/2018 00:00,96.8,ug m-3,R
WM6,NO,11/02/2018 00:00,80.5,ug m-3,R
WM6,NO,12/02/2018 00:00,124.4,ug m-3,R
WM6,NO,13/02/2018 00:00,91.5,ug m-3,R
WM6,NO,14/02/2018 00:00,70.1,ug m-3,R
WM6,NO,15/02/2018 00:00,142.7,ug m-3,R
WM6,NO,16/02/2018 00:00,122,ug m-3,R
WM6,NO,17/02/2018 00:00,125.8,ug m-3,R
WM6,NO,18/02/2018 00:00,58.1,ug m-3,R
WM6,NO,19/02/2018 00:00,141.89999,ug m-3,R
WM6,NO,20/02/2018 00:00,56.2,ug m-3,R
WM6,NO,21/02/2018 00:00,46.7,ug m-3,R
WM6,NO,22/02/2018 00:00,63.7,ug m-3,R
WM6,NO,23/02/2018 00:00,68.8,ug m-3,R
WM6,NO,24/02/2018 00:00,78.6,ug m-3,R
WM6,NO,25/02/2018 00:00,37.9,ug m-3,R
WM6,NO,26/02/2018 00:00,35.2,ug m-3,R
WM6,NO,27/02/2018 00:00,68.9,ug m-3,R
WM6,NO,28/02/2018 00:00,56.9,ug m-3,R
WM6,NO,01/03/2018 00:00,56.3,ug m-3,R
WM6,NO,02/03/2018 00:00,85.5,ug m-3,R
WM6,NO,03/03/2018 00:00,99.3,ug m-3,R
WM6,NO,04/03/2018 00:00,67.4,ug m-3,R
WM6,NO,05/03/2018 00:00,84.1,ug m-3,R
WM6,NO,06/03/2018 00:00,109.9,ug m-3,R
WM6,NO,07/03/2018 00:00,138.7,ug m-3,R
WM6,NO,08/03/2018 00:00,108,ug m-3,R
WM6,NO,09/03/2018 00:00,138.3,ug m-3,R
WM6,NO,10/03/2018 00:00,78.1,ug m-3,R
WM6,NO,11/03/2018 00:00,65.7,ug m-3,R
WM6,NO,12/03/2018 00:00,107.6,ug m-3,R
WM6,NO,13/03/2018 00:00,105.3,ug m-3,R
WM6,NO,14/03/2018 00:00,87.8,ug m-3,R
WM6,NO,15/03/2018 00:00,122,ug m-3,R
WM6,NO,16/03/2018 00:00,99.3,ug m-3,R
WM6,NO,17/03/2018 00:00,17.3,ug m-3,R
WM6,NO,18/03/2018 00:00,21.7,ug m-3,R
WM6,NO,19/03/2018 00:00,23.8,ug m-3,R
WM6,NO,20/03/2018 00:00,39.3,ug m-3,R
WM6,NO,21/03/2018 00:00,160.39999,ug m-3,R
WM6,NO,22/03/2018 00:00,128.3,ug m-3,R
WM6,NO,23/03/2018 00:00,80,ug m-3,R
WM6,NO,24/03/2018 00:00,69.1,ug m-3,R
WM6,NO,25/03/2018 00:00,50.7,ug m-3,R
WM6,NO,26/03/2018 00:00,104.1,ug m-3,R
WM6,NO,27/03/2018 00:00,120.2,ug m-3,R
WM6,NO,28/03/2018 00:00,132.7,ug m-3,R
WM6,NO,29/03/2018 00:00,97.3,ug m-3,R
WM6,NO,30/03/2018 00:00,89.3,ug m-3,R
WM6,NO,31/03/2018 00:00,83.3,ug m-3,R
WM6,NO,01/04/2018 00:00,55.8,ug m-3,R
WM6,NO,02/04/2018 00:00,58.1,ug m-3,R
WM6,NO,03/04/2018 00:00,68.7,ug m-3,R
WM6,NO,04/04/2018 00:00,72.8,ug m-3,R
WM6,NO,05/04/2018 00:00,95.5,ug m-3,R
WM6,NO,06/04/2018 00:00,108.6,ug m-3,R
WM6,NO,07/04/2018 00:00,104.8,ug m-3,R
WM6,NO,08/04/2018 00:00,57.2,ug m-3,R
WM6,NO,09/04/2018 00:00,95.9,ug m-3,R
WM6,NO,10/04/2018 00:00,56.1,ug m-3,R
WM6,NO,11/04/2018 00:00,47.8,ug m-3,R
WM6,NO,12/04/2018 00:00,49.2,ug m-3,R
WM6,NO,13/04/2018 00:00,101.8,ug m-3,R
WM6,NO,14/04/2018 00:00,101.8,ug m-3,R
WM6,NO,15/04/2018 00:00,48.8,ug m-3,R
WM6,NO,16/04/2018 00:00,68.3,ug m-3,R
WM6,NO,17/04/2018 00:00,60.5,ug m-3,R
WM6,NO,18/04/2018 00:00,105.6,ug m-3,R
WM6,NO,19/04/2018 00:00,122.8,ug m-3,R
WM6,NO,20/04/2018 00:00,80,ug m-3,R
WM6,NO,21/04/2018 00:00,87.6,ug m-3,R
WM6,NO,22/04/2018 00:00,47.8,ug m-3,R
WM6,NO,23/04/2018 00:00,84.4,ug m-3,R
WM6,NO,24/04/2018 00:00,76.5,ug m-3,R
WM6,NO,25/04/2018 00:00,95.6,ug m-3,R
WM6,NO,26/04/2018 00:00,90.5,ug m-3,R
WM6,NO,27/04/2018 00:00,102,ug m-3,R
WM6,NO,28/04/2018 00:00,37.1,ug m-3,R
WM6,NO,29/04/2018 00:00,10.3,ug m-3,R
WM6,NO,30/04/2018 00:00,50.3,ug m-3,R
WM6,NO,01/05/2018 00:00,78.9,ug m-3,R
WM6,NO,02/05/2018 00:00,73.4,ug m-3,R
WM6,NO,03/05/2018 00:00,109.6,ug m-3,R
WM6,NO,04/05/2018 00:00,78.1,ug m-3,R
WM6,NO,05/05/2018 00:00,92.2,ug m-3,R
WM6,NO,06/05/2018 00:00,39.3,ug m-3,R
WM6,NO,07/05/2018 00:00,52.3,ug m-3,R
WM6,NO,08/05/2018 00:00,98.7,ug m-3,R
WM6,NO,09/05/2018 00:00,104.2,ug m-3,R
WM6,NO,10/05/2018 00:00,91.4,ug m-3,R
WM6,NO,11/05/2018 00:00,89.4,ug m-3,R
WM6,NO,12/05/2018 00:00,100.4,ug m-3,R
WM6,NO,13/05/2018 00:00,53.1,ug m-3,R
WM6,NO,14/05/2018 00:00,36.3,ug m-3,R
WM6,NO,15/05/2018 00:00,33.2,ug m-3,R
WM6,NO,16/05/2018 00:00,19.2,ug m-3,R
WM6,NO,17/05/2018 00:00,23.6,ug m-3,R
WM6,NO,18/05/2018 00:00,49.9,ug m-3,R
WM6,NO,19/05/2018 00:00,69.4,ug m-3,R
WM6,NO,20/05/2018 00:00,50.4,ug m-3,R
WM6,NO,21/05/2018 00:00,46.7,ug m-3,R
WM6,NO,22/05/2018 00:00,24,ug m-3,R
WM6,NO,23/05/2018 00:00,20.9,ug m-3,R
WM6,NO,24/05/2018 00:00,65.6,ug m-3,R
WM6,NO,25/05/2018 00:00,64.6,ug m-3,R
WM6,NO,26/05/2018 00:00,29.8,ug m-3,R
WM6,NO,27/05/2018 00:00,39.1,ug m-3,R
WM6,NO,28/05/2018 00:00,17.6,ug m-3,R
WM6,NO,29/05/2018 00:00,17.6,ug m-3,R
WM6,NO,30/05/2018 00:00,80.5,ug m-3,R
WM6,NO,31/05/2018 00:00,68.6,ug m-3,R
WM6,NO,01/06/2018 00:00,86.4,ug m-3,R
WM6,NO,02/06/2018 00:00,94.7,ug m-3,R
WM6,NO,03/06/2018 00:00,42.9,ug m-3,R
WM6,NO,04/06/2018 00:00,19.7,ug m-3,R
WM6,NO,05/06/2018 00:00,19.5,ug m-3,R
WM6,NO,06/06/2018 00:00,29.7,ug m-3,R
WM6,NO,07/06/2018 00:00,35.7,ug m-3,R
WM6,NO,08/06/2018 00:00,62.12,ug m-3,R
WM6,NO,09/06/2018 00:00,62.12,ug m-3,R
WM6,NO,10/06/2018 00:00,62.12,ug m-3,R
WM6,NO,11/06/2018 00:00,62.12,ug m-3,R
WM6,NO,12/06/2018 00:00,62.12,ug m-3,R
WM6,NO,13/06/2018 00:00,62.12,ug m-3,R
WM6,NO,14/06/2018 00:00,62.12,ug m-3,R
WM6,NO,15/06/2018 00:00,62.12,ug m-3,R
WM6,NO,16/06/2018 00:00,62.12,ug m-3,R
WM6,NO,17/06/2018 00:00,62.12,ug m-3,R
WM6,NO,18/06/2018 00:00,62.12,ug m-3,R
WM6,NO,19/06/2018 00:00,62.12,ug m-3,R
WM6,NO,20/06/2018 00:00,62.12,ug m-3,R
WM6,NO,21/06/2018 00:00,62.12,ug m-3,R
WM6,NO,22/06/2018 00:00,62.12,ug m-3,R
WM6,NO,23/06/2018 00:00,62.12,ug m-3,R
WM6,NO,24/06/2018 00:00,62.12,ug m-3,R
WM6,NO,25/06/2018 00:00,62.12,ug m-3,R
WM6,NO,26/06/2018 00:00,62.12,ug m-3,R
WM6,NO,27/06/2018 00:00,62.12,ug m-3,R
WM6,NO,28/06/2018 00:00,62.12,ug m-3,R
WM6,NO,29/06/2018 00:00,62.12,ug m-3,R
WM6,NO,30/06/2018 00:00,62.12,ug m-3,R
WM6,NO,01/07/2018 00:00,62.12,ug m-3,R
WM6,NO,02/07/2018 00:00,62.12,ug m-3,R
WM6,NO,03/07/2018 00:00,62.12,ug m-3,R
WM6,NO,04/07/2018 00:00,62.12,ug m-3,R
WM6,NO,05/07/2018 00:00,62.12,ug m-3,R
WM6,NO,06/07/2018 00:00,62.12,ug m-3,R
WM6,NO,07/07/2018 00:00,62.12,ug m-3,R
WM6,NO,08/07/2018 00:00,62.12,ug m-3,R
WM6,NO,09/07/2018 00:00,62.12,ug m-3,R
WM6,NO,10/07/2018 00:00,62.12,ug m-3,R
WM6,NO,11/07/2018 00:00,62.12,ug m-3,R
WM6,NO,12/07/2018 00:00,62.12,ug m-3,R
WM6,NO,13/07/2018 00:00,62.12,ug m-3,R
WM6,NO,14/07/2018 00:00,62.12,ug m-3,R
WM6,NO,15/07/2018 00:00,62.12,ug m-3,R
WM6,NO,16/07/2018 00:00,62.12,ug m-3,R
WM6,NO,17/07/2018 00:00,62.12,ug m-3,R
